294,32,505,480,
294,64,505,512,
294,96,505,544,
294,128,505,576,
294,160,505,608,
294,192,505,640,
320,0,524,448,
320,32,524,480,
320,64,524,512,
320,96,524,544,
320,128,524,576,
320,160,524,608,
320,192,524,640,
339,0,550,448,
339,32,550,480,
339,64,550,512,
339,96,550,544,
339,128,550,576,
339,160,550,608,
339,192,550,640,
364,0,569,448,
364,32,569,480,
364,64,569,512,
364,96,569,544,
364,128,569,576,
364,160,569,608,
364,192,569,640,
384,0,595,448,
384,32,595,480,
384,64,595,512,
384,96,595,544,
384,128,595,576,
384,160,595,608,
384,192,595,640,
409,0,614,448,
409,32,614,480,
409,64,614,512,
409,96,614,544,
409,128,614,576,
409,160,614,608,
409,192,614,640,
435,0,640,448,
435,32,640,480,
435,64,640,512,
435,96,640,544,
435,128,640,576,
435,160,640,608,
435,192,640,640,
32,19,300,595,
64,19,326,595,
153,19,422,595,
217,19,486,595,
313,19,576,595,
339,19,608,595,
153,0,390,512,
153,44,390,556,
153,83,390,595,
153,128,390,640,
249,0,486,512,
249,44,486,556,
249,83,486,595,
249,128,486,640,
32,51,236,499,
32,140,236,588,
64,51,268,499,
64,140,268,588,
121,25,332,473,
121,51,332,499,
121,121,332,569,
121,166,332,614,
217,0,422,448,
217,25,422,473,
217,51,422,499,
217,96,422,544,
217,121,422,569,
217,166,422,614,
217,192,422,640,
307,25,518,473,
307,51,518,499,
307,121,518,569,
307,166,518,614,
371,51,576,499,
371,140,576,588,
403,51,608,499,
403,140,608,588,
32,51,300,627,
64,51,326,627,
153,51,422,627,
217,51,486,627,
313,51,576,627,
339,51,608,627,
32,19,236,467,
32,172,236,620,
64,19,268,467,
64,172,268,620,
121,89,332,537,
307,89,518,537,
371,19,576,467,
371,172,576,620,
403,19,608,467,
403,172,608,620,
